                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    143,                  3.044,                 3.3651,                 1.2102,                0.26522,                0.03846,                0.04997,                0.00516,                 3.6965,                 4.4565,                 1.1694,               0.005314,               0.005314,               0.005314
                    144,                 3.2342,                 3.6025,                 1.0931,                0.28369,                0.03846,                0.04851,                0.00488,                  3.794,                 4.3452,                 1.2031,               0.005281,               0.005281,               0.005281
                    145,                 3.4075,                  3.347,                 1.0915,                0.28369,                0.03846,                0.04851,                0.00488,                  3.794,                 4.3452,                 1.2031,               0.005248,               0.005248,               0.005248
                    146,                 3.2701,                 3.4993,                 1.1195,                0.25975,                0.03846,                0.04938,                0.00851,                 3.8347,                 4.3706,                 1.2127,               0.005215,               0.005215,               0.005215
                    147,                 3.2276,                 3.4108,                  1.142,                 0.2516,                0.03846,                0.05023,                 0.0086,                 3.8359,                 4.4498,                 1.2027,               0.005182,               0.005182,               0.005182
                    148,                 3.1955,                 3.2995,                 1.1818,                0.82119,                0.03846,                 0.0382,                0.00754,                 3.8567,                 4.4452,                 1.2103,               0.005149,               0.005149,               0.005149
                    149,                 3.1859,                 3.2926,                 1.1647,                0.82119,                0.03846,                 0.0382,                0.00754,                 3.8567,                 4.4452,                 1.2103,               0.005116,               0.005116,               0.005116
                    150,                 3.5682,                 3.4865,                 1.0573,                0.82817,                0.03846,                 0.0368,                0.00754,                 3.8303,                 4.4582,                 1.1851,               0.005083,               0.005083,               0.005083
                    151,                 3.2369,                 3.2473,                  1.115,                0.79423,                0.03846,                0.03694,                0.01093,                 4.0884,                 4.4976,                 1.1899,                0.00505,                0.00505,                0.00505
                    152,                  3.342,                 3.4167,                 1.0948,                0.68287,                0.03846,                0.03859,                0.00752,                 4.1478,                 4.5323,                 1.1805,               0.005017,               0.005017,               0.005017
                    153,                 3.5173,                 3.4288,                 1.0995,                0.68287,                0.03846,                0.03859,                0.00752,                 4.1478,                 4.5323,                 1.1805,               0.004984,               0.004984,               0.004984
                    154,                 3.4442,                 3.2923,                 1.1507,                 0.4839,                0.03846,                0.03886,                 0.0076,                 3.9583,                 4.8078,                 1.1557,               0.004951,               0.004951,               0.004951
                    155,                 3.2418,                  3.189,                 1.1162,                 0.5731,                0.03846,                0.04415,                0.00461,                 3.8538,                 5.3262,                 1.1441,               0.004918,               0.004918,               0.004918
                    156,                 3.3108,                 3.2767,                 1.2206,                0.01061,                0.07692,                0.00822,                0.00107,                 3.8291,                 5.4269,                 1.1354,               0.004885,               0.004885,               0.004885
                    157,                 3.2307,                 3.0539,                 1.0986,                0.01061,                0.07692,                0.00822,                0.00107,                 3.8291,                 5.4269,                 1.1354,               0.004852,               0.004852,               0.004852
                    158,                 3.3385,                 3.1576,                 1.1581,                0.00143,                0.11538,                0.00157,                0.00068,                 3.7192,                 5.2672,                 1.1496,               0.004819,               0.004819,               0.004819
                    159,                 3.5192,                 3.2215,                 1.1052,                0.00192,                0.15385,                0.00234,                 0.0011,                 3.6119,                  5.195,                 1.1483,               0.004786,               0.004786,               0.004786
                    160,                 3.2033,                 3.3823,                 1.1579,                0.00153,                0.11538,                0.00227,                0.00057,                 3.8081,                 5.0747,                 1.1771,               0.004753,               0.004753,               0.004753
                    161,                 3.3939,                 3.4566,                 1.1228,                0.00153,                0.11538,                0.00227,                0.00057,                 3.8081,                 5.0747,                 1.1771,                0.00472,                0.00472,                0.00472
                    162,                 3.3409,                 3.2345,                 1.1756,                0.00053,                0.03846,                0.00028,                  6e-05,                 3.9448,                 4.9896,                 1.2169,               0.004687,               0.004687,               0.004687
                    163,                 3.1523,                  3.084,                  1.174,                0.00053,                0.03846,                0.00028,                  3e-05,                 3.9682,                 4.8689,                 1.2296,               0.004654,               0.004654,               0.004654
                    164,                 3.2378,                 3.3164,                  1.107,                 0.0005,                0.03846,                0.00029,                  6e-05,                 3.8968,                 4.7801,                 1.2137,               0.004621,               0.004621,               0.004621
                    165,                 3.2576,                  3.095,                 1.1905,                 0.0005,                0.03846,                0.00029,                  6e-05,                 3.8968,                 4.7801,                 1.2137,               0.004588,               0.004588,               0.004588
                    166,                 3.2515,                 3.2106,                 1.1426,                 0.0019,                0.15385,                0.01734,                0.00198,                 3.7729,                 4.6883,                 1.1879,               0.004555,               0.004555,               0.004555
                    167,                 3.4683,                 3.5354,                 1.1233,                 0.0022,                0.15385,                0.01796,                0.00348,                 3.6241,                 4.6896,                 1.1806,               0.004522,               0.004522,               0.004522
                    168,                 3.3533,                  3.306,                 1.1464,                0.01261,                0.15385,                  0.016,                0.00523,                 3.5162,                 4.7351,                 1.1588,               0.004489,               0.004489,               0.004489
                    169,                 3.1934,                 3.1182,                 1.1053,                0.01261,                0.15385,                  0.016,                0.00523,                 3.5162,                 4.7351,                 1.1588,               0.004456,               0.004456,               0.004456
                    170,                 3.1851,                 3.3313,                 1.1458,                0.03954,                0.15385,                0.01465,                0.00434,                 3.5577,                  4.858,                 1.1464,               0.004423,               0.004423,               0.004423
                    171,                 3.2957,                  3.201,                 1.1454,                0.05448,                0.07692,                0.01409,                0.00411,                  3.591,                 5.0365,                 1.1396,                0.00439,                0.00439,                0.00439
                    172,                 3.4424,                 3.2622,                 1.1172,                0.10413,                0.07692,                0.03467,                0.00616,                 3.6375,                 5.2178,                 1.1411,               0.004357,               0.004357,               0.004357
                    173,                 3.4043,                 3.3188,                   1.15,                0.10413,                0.07692,                0.03467,                0.00616,                 3.6375,                 5.2178,                 1.1411,               0.004324,               0.004324,               0.004324
                    174,                 3.2759,                 3.1394,                 1.0828,                0.11201,                0.07692,                0.02989,                0.00487,                 3.6706,                 5.3388,                 1.1351,               0.004291,               0.004291,               0.004291
                    175,                 3.0805,                  3.334,                 1.1263,                 0.1015,                0.07692,                0.02845,                0.00643,                 3.6997,                 5.2693,                  1.134,               0.004258,               0.004258,               0.004258
