                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    150,                  3.806,                 3.5725,                 1.0979,                0.00159,                0.11538,                0.00145,                0.00024,                 3.6597,                 4.5765,                 1.0988,               0.005083,               0.005083,               0.005083
                    151,                 3.3769,                 3.4078,                 1.1511,                0.00155,                0.11538,                0.00184,                 0.0004,                 3.6607,                 4.6761,                 1.0952,                0.00505,                0.00505,                0.00505
                    152,                 3.5716,                 3.5968,                 1.1286,                0.00148,                0.11538,                0.00227,                0.00041,                 3.6578,                 4.7897,                 1.0917,               0.005017,               0.005017,               0.005017
                    153,                 3.5659,                  3.553,                 1.1148,                0.00148,                0.11538,                0.00227,                0.00041,                 3.6578,                 4.7897,                 1.0917,               0.004984,               0.004984,               0.004984
                    154,                 3.6291,                 3.4276,                 1.1661,                0.00143,                0.11538,                0.00212,                0.00057,                 3.6511,                 4.9132,                 1.0987,               0.004951,               0.004951,               0.004951
                    155,                 3.4529,                 3.4189,                 1.1481,                0.00143,                0.11538,                0.00274,                0.00068,                 3.6604,                   4.82,                 1.1052,               0.004918,               0.004918,               0.004918
                    156,                 3.5813,                 3.4675,                 1.2254,                 0.0019,                0.15385,                0.00567,                0.00107,                 3.6363,                 4.6696,                 1.1032,               0.004885,               0.004885,               0.004885
                    157,                 3.4824,                 3.3082,                 1.1232,                 0.0019,                0.15385,                0.00567,                0.00107,                 3.6363,                 4.6696,                 1.1032,               0.004852,               0.004852,               0.004852
                    158,                 3.5603,                 3.3355,                 1.1719,                 0.0019,                0.15385,                0.00538,                0.00102,                 3.6488,                 4.8097,                 1.1217,               0.004819,               0.004819,               0.004819
                    159,                  3.683,                 3.3409,                 1.1206,                 0.0019,                0.15385,                0.00401,                0.00096,                  3.647,                 5.1647,                  1.151,               0.004786,               0.004786,               0.004786
                    160,                 3.4232,                 3.4903,                 1.1744,                0.00143,                0.11538,                0.00113,                0.00036,                  3.841,                 5.3449,                 1.2166,               0.004753,               0.004753,               0.004753
                    161,                 3.5803,                 3.5101,                 1.1375,                0.00143,                0.11538,                0.00113,                0.00036,                  3.841,                 5.3449,                 1.2166,                0.00472,                0.00472,                0.00472
                    162,                 3.4282,                 3.3567,                 1.1719,                0.00143,                0.11538,                0.00117,                0.00045,                 4.0274,                 5.5599,                  1.282,               0.004687,               0.004687,               0.004687
                    163,                 3.4186,                 3.2518,                 1.1973,                0.00148,                0.11538,                0.00123,                0.00049,                 4.0866,                 5.4999,                 1.3187,               0.004654,               0.004654,               0.004654
                    164,                 3.3566,                 3.4298,                 1.1385,                0.00155,                0.11538,                 0.0012,                 0.0004,                 4.1204,                 5.4115,                 1.3232,               0.004621,               0.004621,               0.004621
                    165,                 3.3346,                 3.2428,                 1.2125,                0.00155,                0.11538,                 0.0012,                 0.0004,                 4.1204,                 5.4115,                 1.3232,               0.004588,               0.004588,               0.004588
                    166,                 3.4276,                  3.342,                 1.1677,                0.00155,                0.11538,                0.00123,                0.00037,                 4.1757,                 5.2606,                 1.3241,               0.004555,               0.004555,               0.004555
                    167,                 3.6154,                 3.6743,                 1.1632,                0.00152,                0.11538,                0.00128,                0.00029,                 4.1982,                 4.9813,                  1.284,               0.004522,               0.004522,               0.004522
                    168,                 3.4858,                 3.4511,                 1.1717,                0.00143,                0.11538,                0.00138,                0.00023,                 4.1008,                 4.8453,                 1.2416,               0.004489,               0.004489,               0.004489
                    169,                 3.3802,                 3.3709,                 1.1569,                0.00143,                0.11538,                0.00138,                0.00023,                 4.1008,                 4.8453,                 1.2416,               0.004456,               0.004456,               0.004456
                    170,                 3.3525,                 3.4374,                 1.1839,                 0.0019,                0.15385,                0.00134,                0.00033,                 3.9907,                 4.5212,                 1.2007,               0.004423,               0.004423,               0.004423
                    171,                 3.4623,                 3.3383,                 1.1903,                0.00238,                0.19231,                0.00192,                0.00035,                  3.878,                 4.4008,                 1.1673,                0.00439,                0.00439,                0.00439
                    172,                 3.5473,                 3.3652,                 1.1453,                0.00238,                0.19231,                0.00316,                0.00045,                 3.7836,                 4.5835,                 1.1419,               0.004357,               0.004357,               0.004357
                    173,                 3.5436,                 3.4712,                 1.1688,                0.00238,                0.19231,                0.00316,                0.00045,                 3.7836,                 4.5835,                 1.1419,               0.004324,               0.004324,               0.004324
                    174,                 3.4986,                 3.3211,                  1.143,                  0.482,                0.03846,                0.02088,                0.00398,                 3.7295,                 4.6149,                 1.1373,               0.004291,               0.004291,               0.004291
                    175,                 3.2131,                 3.4245,                 1.1644,                0.48246,                0.03846,                0.02043,                0.00394,                 3.6756,                 4.6386,                 1.1281,               0.004258,               0.004258,               0.004258
                    176,                 3.5413,                 3.5227,                   1.16,                 0.4814,                0.03846,                  0.019,                0.00373,                 3.7704,                 4.5951,                 1.1324,               0.004225,               0.004225,               0.004225
                    177,                 3.6516,                 3.5034,                 1.1617,                 0.4814,                0.03846,                  0.019,                0.00373,                 3.7704,                 4.5951,                 1.1324,               0.004192,               0.004192,               0.004192
                    178,                 3.5912,                 3.4045,                 1.1373,                0.47458,                0.03846,                 0.0183,                0.00369,                 3.8391,                 4.5839,                 1.1427,               0.004159,               0.004159,               0.004159
                    179,                 3.4364,                 3.4262,                 1.1822,                0.46239,                0.03846,                0.01833,                0.00367,                 3.8981,                 4.7191,                 1.1499,               0.004126,               0.004126,               0.004126
                    180,                 3.4253,                 3.4005,                 1.1933,                0.00095,                0.07692,                0.00055,                0.00014,                 3.9626,                 4.8377,                 1.1533,               0.004093,               0.004093,               0.004093
                    181,                  3.452,                 3.2661,                 1.1906,                0.00095,                0.07692,                0.00055,                0.00014,                 3.9626,                 4.8377,                 1.1533,                0.00406,                0.00406,                0.00406
                    182,                 3.4673,                 3.3772,                 1.1728,                0.43216,                0.03846,                0.01833,                0.00372,                 4.0084,                 4.8097,                 1.1626,               0.004027,               0.004027,               0.004027
                    183,                   3.52,                 3.3605,                 1.1254,                0.41862,                0.03846,                0.01843,                0.00201,                 4.0289,                 4.7903,                 1.1772,               0.003994,               0.003994,               0.003994
                    184,                 3.4299,                 3.2746,                 1.1524,                0.00095,                0.07692,                0.00058,                0.00026,                 4.1036,                   4.69,                 1.2067,               0.003961,               0.003961,               0.003961
                    185,                 3.5338,                 3.2713,                 1.1601,                0.00095,                0.07692,                0.00058,                0.00026,                 4.1036,                   4.69,                 1.2067,               0.003928,               0.003928,               0.003928
                    186,                 3.5102,                 3.3422,                 1.1347,                0.00048,                0.03846,                0.00033,                0.00013,                 3.9919,                 4.7341,                 1.2552,               0.003895,               0.003895,               0.003895
                    187,                 3.2979,                 3.3978,                  1.221,                0.00095,                0.07692,                0.00063,                0.00013,                 4.2185,                 4.5992,                 1.3828,               0.003862,               0.003862,               0.003862
                    188,                 3.3525,                  3.306,                 1.2827,                0.00048,                0.03846,                0.00039,                0.00012,                 4.2344,                 4.7147,                 1.4582,               0.003829,               0.003829,               0.003829
                    189,                 3.2675,                 3.2759,                   1.18,                0.00048,                0.03846,                0.00039,                0.00012,                 4.2344,                 4.7147,                 1.4582,               0.003796,               0.003796,               0.003796
                    190,                 3.4862,                 3.4483,                 1.2085,                0.00048,                0.03846,                0.00048,                  9e-05,                 4.1347,                 4.6261,                 1.4516,               0.003763,               0.003763,               0.003763
                    191,                 3.4609,                 3.4147,                 1.1882,                0.00048,                0.03846,                 0.0005,                 0.0001,                 3.9669,                 4.5172,                 1.3973,                0.00373,                0.00373,                0.00373
                    192,                 3.5876,                 3.3375,                 1.1502,                0.00143,                0.11538,                0.00112,                0.00038,                 3.7816,                 4.4234,                 1.3832,               0.003697,               0.003697,               0.003697
                    193,                  3.311,                 3.5048,                 1.1492,                0.00143,                0.11538,                0.00112,                0.00038,                 3.7816,                 4.4234,                 1.3832,               0.003664,               0.003664,               0.003664
                    194,                 3.2156,                 3.2271,                 1.1172,                  0.001,                0.07692,                0.00084,                0.00018,                 3.8056,                 4.3035,                 1.4105,               0.003631,               0.003631,               0.003631
                    195,                 3.4566,                 3.3991,                 1.1033,                0.00153,                0.11538,                0.00291,                0.00041,                 3.8441,                 4.2031,                 1.2807,               0.003598,               0.003598,               0.003598
                    196,                 3.4518,                 3.3136,                 1.1784,                0.00143,                0.11538,                0.00191,                0.00051,                 3.8666,                 4.2068,                 1.1926,               0.003565,               0.003565,               0.003565
                    197,                 3.3686,                 3.3441,                 1.1051,                0.00143,                0.11538,                0.00191,                0.00051,                 3.8666,                 4.2068,                 1.1926,               0.003532,               0.003532,               0.003532
                    198,                 3.2877,                 3.3954,                 1.1208,                0.00143,                0.11538,                0.00165,                 0.0004,                 3.8679,                 4.4113,                 1.1512,               0.003499,               0.003499,               0.003499
                    199,                 3.7481,                 3.3065,                 1.1154,                0.15014,                0.03846,                0.01091,                0.00141,                 3.8167,                 4.6069,                 1.1376,               0.003466,               0.003466,               0.003466
                    200,                 3.3539,                 3.1606,                 1.1677,                0.03004,                0.03846,                0.00769,                0.00172,                 3.7534,                 4.8093,                 1.1217,               0.003433,               0.003433,               0.003433
                    201,                  3.527,                 3.2467,                 1.1537,                0.03004,                0.03846,                0.00769,                0.00172,                 3.7534,                 4.8093,                 1.1217,                 0.0034,                 0.0034,                 0.0034
                    202,                 3.2041,                 3.3435,                 1.1785,                0.00836,                0.03846,                0.00564,                0.00138,                 3.6945,                 5.0371,                 1.1123,               0.003367,               0.003367,               0.003367
                    203,                 3.6006,                 3.2416,                  1.163,                0.00516,                0.15385,                0.00487,                0.00124,                 3.6002,                 5.3324,                 1.1008,               0.003334,               0.003334,               0.003334
                    204,                 3.1734,                 3.1937,                 1.1495,                0.00542,                0.19231,                0.00565,                0.00142,                 3.6059,                 5.4353,                 1.0988,               0.003301,               0.003301,               0.003301
                    205,                 3.3035,                 3.3399,                 1.1048,                0.00542,                0.19231,                0.00565,                0.00142,                 3.6059,                 5.4353,                 1.0988,               0.003268,               0.003268,               0.003268
                    206,                 3.3065,                 3.1467,                 1.1201,                0.01259,                0.15385,                 0.0081,                 0.0018,                 3.6308,                 5.4163,                 1.1023,               0.003235,               0.003235,               0.003235
                    207,                 3.3767,                 3.1171,                 1.1289,                0.00752,                0.07692,                0.00785,                0.00188,                 3.6298,                 5.2965,                 1.1017,               0.003202,               0.003202,               0.003202
                    208,                 3.3317,                 3.1959,                 1.1402,                0.04859,                0.07692,                0.01195,                0.00329,                 3.6227,                 5.1672,                 1.1015,               0.003169,               0.003169,               0.003169
                    209,                 3.3544,                 3.3062,                 1.1246,                0.04859,                0.07692,                0.01195,                0.00329,                 3.6227,                 5.1672,                 1.1015,               0.003136,               0.003136,               0.003136
                    210,                 3.2757,                 3.2162,                   1.16,                 0.0515,                0.03846,                0.01438,                0.00383,                  3.668,                 5.1554,                 1.1032,               0.003103,               0.003103,               0.003103
                    211,                 3.3783,                  3.318,                 1.1488,                0.08311,                0.03846,                0.01826,                 0.0036,                 3.7871,                 5.1664,                 1.1114,                0.00307,                0.00307,                0.00307
                    212,                 3.2918,                 3.1677,                  1.165,                0.10699,                0.03846,                0.01891,                0.00332,                 3.8793,                 5.2206,                 1.1211,               0.003037,               0.003037,               0.003037
                    213,                 3.3979,                 3.2871,                 1.1531,                0.10699,                0.03846,                0.01891,                0.00332,                 3.8793,                 5.2206,                 1.1211,               0.003004,               0.003004,               0.003004
                    214,                 3.3509,                 3.3861,                 1.1486,                0.14425,                0.07692,                0.02174,                0.00236,                  3.925,                 5.3027,                 1.1234,               0.002971,               0.002971,               0.002971
                    215,                 3.5747,                  3.302,                 1.1411,                0.09313,                0.07692,                0.02065,                0.00222,                 3.9522,                 5.4112,                 1.1249,               0.002938,               0.002938,               0.002938
                    216,                  3.498,                 3.2958,                 1.1392,                0.03423,                0.07692,                0.01936,                0.00207,                 3.9552,                 5.4311,                 1.1287,               0.002905,               0.002905,               0.002905
                    217,                 3.4318,                 3.2161,                 1.1836,                0.03423,                0.07692,                0.01936,                0.00207,                 3.9552,                 5.4311,                 1.1287,               0.002872,               0.002872,               0.002872
                    218,                 3.1223,                 3.2578,                 1.1553,                0.00956,                0.07692,                0.01976,                 0.0021,                 3.9679,                 5.3816,                 1.1377,               0.002839,               0.002839,               0.002839
                    219,                 3.2219,                 3.2551,                 1.1671,                0.00143,                0.11538,                0.00797,                0.00086,                 3.9377,                 5.2854,                 1.1473,               0.002806,               0.002806,               0.002806
                    220,                 3.5748,                  3.224,                  1.167,                0.00143,                0.11538,                 0.0069,                0.00134,                 3.8813,                 5.2954,                 1.1511,               0.002773,               0.002773,               0.002773
                    221,                  3.319,                  3.263,                  1.176,                0.00143,                0.11538,                 0.0069,                0.00134,                 3.8813,                 5.2954,                 1.1511,                0.00274,                0.00274,                0.00274
