                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                 2.3162,                 2.8546,                 1.2406,                 0.5765,                0.07692,                 0.0793,                0.04388,                 2.6858,                 3.4872,                 1.5858,               0.004984,               0.004984,               0.004984
                    154,                 2.1913,                  2.654,                 1.2523,                 0.3973,                0.07692,                0.06839,                0.03969,                 2.7321,                 4.0965,                 1.5937,               0.004951,               0.004951,               0.004951
                    155,                 2.0862,                 2.7731,                 1.2275,                0.03203,                0.03846,                0.00766,                0.00351,                 2.6942,                 5.0346,                 1.5724,               0.004918,               0.004918,               0.004918
                    156,                 2.1298,                 2.7008,                 1.3571,                0.03221,                0.07692,                0.00764,                0.00348,                 2.6714,                 5.7026,                 1.5718,               0.004885,               0.004885,               0.004885
                    157,                 1.9805,                 2.4459,                 1.2019,                0.03221,                0.07692,                0.00764,                0.00348,                 2.6714,                 5.7026,                 1.5718,               0.004852,               0.004852,               0.004852
                    158,                 2.1791,                 2.7024,                 1.2825,                0.07337,                0.07692,                 0.0097,                0.00522,                 2.6274,                  5.304,                 1.5489,               0.004819,               0.004819,               0.004819
                    159,                 2.2582,                 2.9176,                 1.2417,                0.10243,                0.07692,                0.05593,                0.03622,                 2.5569,                 4.7076,                  1.502,               0.004786,               0.004786,               0.004786
                    160,                 2.1014,                 2.8237,                 1.3643,                0.10083,                0.15385,                0.05727,                0.03725,                 2.4956,                 4.2229,                 1.4552,               0.004753,               0.004753,               0.004753
                    161,                 2.1525,                 2.8501,                 1.2741,                0.10083,                0.15385,                0.05727,                0.03725,                 2.4956,                 4.2229,                 1.4552,                0.00472,                0.00472,                0.00472
                    162,                 2.1145,                 2.6298,                 1.2944,                0.09835,                0.11538,                 0.0584,                0.03826,                 2.3832,                 4.0053,                 1.4134,               0.004687,               0.004687,               0.004687
                    163,                 1.9957,                 2.4222,                 1.2852,                0.14088,                0.07692,                0.06328,                0.03692,                 2.3349,                 4.1067,                 1.4094,               0.004654,               0.004654,               0.004654
                    164,                 1.9745,                 2.6026,                 1.2254,                0.29682,                0.07692,                0.07629,                0.03797,                 2.3545,                 3.8451,                 1.4386,               0.004621,               0.004621,               0.004621
                    165,                 2.0628,                 2.4541,                 1.3942,                0.29682,                0.07692,                0.07629,                0.03797,                 2.3545,                 3.8451,                 1.4386,               0.004588,               0.004588,               0.004588
                    166,                 2.1389,                 2.5168,                 1.3467,                0.23832,                0.07692,                0.06856,                0.03317,                 2.3343,                 3.7177,                 1.4451,               0.004555,               0.004555,               0.004555
                    167,                 2.2341,                 2.9739,                 1.3152,                      1,                0.07409,                0.08899,                0.04644,                 2.2908,                 3.6895,                 1.4324,               0.004522,               0.004522,               0.004522
                    168,                 2.1599,                 2.5978,                 1.3229,                0.24037,                0.07692,                0.06532,                0.03292,                 2.3072,                 3.6665,                 1.4385,               0.004489,               0.004489,               0.004489
                    169,                 2.0868,                 2.5211,                 1.2363,                0.24037,                0.07692,                0.06532,                0.03292,                 2.3072,                 3.6665,                 1.4385,               0.004456,               0.004456,               0.004456
                    170,                 2.0252,                  2.565,                  1.281,                 0.9434,                0.03846,                0.04885,                0.02951,                 2.3496,                 3.7154,                 1.4495,               0.004423,               0.004423,               0.004423
                    171,                 2.2355,                 2.5867,                 1.3309,                0.88827,                0.03846,                 0.0453,                0.02848,                 2.4015,                 3.7832,                 1.4661,                0.00439,                0.00439,                0.00439
                    172,                  2.152,                 2.6305,                  1.214,                0.45627,                0.03846,                0.04437,                0.02807,                 2.4258,                 3.8509,                 1.4844,               0.004357,               0.004357,               0.004357
                    173,                 2.2305,                 2.7205,                 1.2895,                0.45627,                0.03846,                0.04437,                0.02807,                 2.4258,                 3.8509,                 1.4844,               0.004324,               0.004324,               0.004324
                    174,                 2.1202,                 2.5928,                 1.2289,                0.43017,                0.03846,                0.02864,                0.01628,                 2.5009,                 3.9069,                  1.536,               0.004291,               0.004291,               0.004291
                    175,                  1.923,                  2.587,                 1.2336,                0.36241,                0.03846,                0.03188,                0.01477,                  2.665,                 3.8897,                 1.5936,               0.004258,               0.004258,               0.004258
                    176,                  2.172,                 2.7876,                 1.2858,                0.06396,                0.07692,                0.02945,                0.01042,                 2.7685,                 3.9007,                 1.6509,               0.004225,               0.004225,               0.004225
                    177,                 2.2723,                 2.7141,                 1.3083,                0.06396,                0.07692,                0.02945,                0.01042,                 2.7685,                 3.9007,                 1.6509,               0.004192,               0.004192,               0.004192
                    178,                 2.2178,                 2.6838,                  1.284,                0.10996,                0.11538,                0.03804,                 0.0122,                  2.747,                 3.8975,                 1.6276,               0.004159,               0.004159,               0.004159
                    179,                 2.0336,                 2.6076,                 1.2777,                0.24085,                0.11538,                0.07907,                0.01686,                 2.6766,                 3.8238,                 1.5982,               0.004126,               0.004126,               0.004126
                    180,                 2.0372,                 2.4879,                 1.2317,                0.55157,                0.11538,                0.12433,                0.03253,                 2.5558,                 3.7473,                 1.5347,               0.004093,               0.004093,               0.004093
                    181,                 2.0548,                 2.3832,                 1.2509,                0.55157,                0.11538,                0.12433,                0.03253,                 2.5558,                 3.7473,                 1.5347,                0.00406,                0.00406,                0.00406
                    182,                 2.1808,                 2.5988,                 1.2655,                0.38726,                0.15385,                  0.141,                 0.0507,                 2.4676,                 3.7502,                 1.4902,               0.004027,               0.004027,               0.004027
                    183,                  2.227,                 2.7098,                 1.2618,                0.40046,                0.15385,                0.14486,                0.05176,                 2.4337,                 3.7211,                 1.4905,               0.003994,               0.003994,               0.003994
                    184,                 2.1112,                 2.5732,                 1.2617,                0.32817,                0.15385,                0.14385,                0.05253,                 2.4431,                 3.8103,                  1.518,               0.003961,               0.003961,               0.003961
                    185,                 2.1472,                 2.4155,                 1.2525,                0.32817,                0.15385,                0.14385,                0.05253,                 2.4431,                 3.8103,                  1.518,               0.003928,               0.003928,               0.003928
                    186,                 2.0947,                 2.4906,                 1.2054,                0.26157,                0.11538,                0.10528,                 0.0507,                 2.4782,                 3.8262,                 1.5726,               0.003895,               0.003895,               0.003895
                    187,                 1.9998,                 2.6309,                 1.3255,                0.27966,                0.15385,                0.11006,                0.05162,                 2.4887,                 3.8178,                 1.6045,               0.003862,               0.003862,               0.003862
                    188,                 1.9433,                 2.3809,                 1.3371,                0.20759,                0.11538,                0.10916,                0.04583,                 2.4428,                 3.8678,                 1.6029,               0.003829,               0.003829,               0.003829
                    189,                 2.0468,                 2.5138,                 1.2989,                0.20759,                0.11538,                0.10916,                0.04583,                 2.4428,                 3.8678,                 1.6029,               0.003796,               0.003796,               0.003796
                    190,                 2.1163,                 2.5761,                 1.2937,                 0.1724,                0.15385,                0.09524,                0.04665,                 2.4063,                 3.9642,                 1.5863,               0.003763,               0.003763,               0.003763
                    191,                 2.1421,                 2.6272,                 1.2444,                0.16303,                0.15385,                0.07596,                  0.037,                 2.3729,                 4.0383,                 1.5559,                0.00373,                0.00373,                0.00373
                    192,                 2.2565,                 2.5827,                 1.2302,                0.14003,                0.11538,                0.06198,                0.03335,                 2.3939,                 4.1272,                 1.5478,               0.003697,               0.003697,               0.003697
                    193,                 1.9018,                 2.4388,                 1.1982,                0.14003,                0.11538,                0.06198,                0.03335,                 2.3939,                 4.1272,                 1.5478,               0.003664,               0.003664,               0.003664
                    194,                 1.9967,                 2.3725,                 1.2095,                0.14113,                0.11538,                0.05897,                0.03109,                  2.471,                 4.1399,                 1.5571,               0.003631,               0.003631,               0.003631
                    195,                 2.1168,                 2.6382,                 1.1818,                 0.1384,                0.11538,                0.06023,                0.03403,                 2.5875,                 4.0456,                  1.594,               0.003598,               0.003598,               0.003598
                    196,                 2.1172,                 2.4022,                 1.2579,                0.19337,                0.11538,                0.06087,                  0.029,                 2.6823,                 3.9613,                 1.6331,               0.003565,               0.003565,               0.003565
                    197,                 2.1256,                 2.6326,                 1.1918,                0.19337,                0.11538,                0.06087,                  0.029,                 2.6823,                 3.9613,                 1.6331,               0.003532,               0.003532,               0.003532
                    198,                 2.0403,                  2.655,                 1.2466,                0.16658,                0.11538,                0.06553,                 0.0291,                 2.7532,                 3.8814,                 1.6745,               0.003499,               0.003499,               0.003499
                    199,                 2.2597,                  2.477,                   1.16,                0.20783,                0.11538,                0.06548,                0.02903,                 2.7926,                 3.7988,                 1.7037,               0.003466,               0.003466,               0.003466
                    200,                 2.0966,                 2.4402,                 1.2709,                0.16495,                0.07692,                0.06319,                0.03071,                 2.7648,                 3.7319,                 1.6908,               0.003433,               0.003433,               0.003433
                    201,                 2.1607,                 2.4673,                 1.2737,                0.16495,                0.07692,                0.06319,                0.03071,                 2.7648,                 3.7319,                 1.6908,                 0.0034,                 0.0034,                 0.0034
                    202,                 1.8473,                 2.4253,                 1.2722,                0.24963,                0.07692,                0.04649,                 0.0225,                   2.71,                  3.706,                 1.6575,               0.003367,               0.003367,               0.003367
                    203,                 2.2328,                 2.5838,                 1.2251,                0.25317,                0.07692,                0.04067,                0.02118,                 2.6511,                 3.7025,                 1.6175,               0.003334,               0.003334,               0.003334
                    204,                 1.9262,                 2.2918,                 1.1958,                0.34321,                0.11538,                0.06318,                0.02556,                 2.6094,                   3.69,                 1.5911,               0.003301,               0.003301,               0.003301
                    205,                 1.9936,                 2.5003,                 1.2063,                0.34321,                0.11538,                0.06318,                0.02556,                 2.6094,                   3.69,                 1.5911,               0.003268,               0.003268,               0.003268
                    206,                 2.0992,                 2.3593,                 1.2134,                0.37535,                0.11538,                 0.0935,                0.03819,                 2.5903,                 3.6932,                 1.5863,               0.003235,               0.003235,               0.003235
                    207,                 2.0536,                 2.3014,                 1.2581,                0.32851,                0.11538,                0.09648,                 0.0376,                 2.5589,                 3.6545,                 1.5642,               0.003202,               0.003202,               0.003202
                    208,                 1.9456,                 2.2361,                 1.1943,                0.30809,                0.11538,                0.10131,                0.04024,                 2.5108,                 3.6094,                 1.5368,               0.003169,               0.003169,               0.003169
                    209,                 2.0559,                 2.5111,                 1.2182,                0.30809,                0.11538,                0.10131,                0.04024,                 2.5108,                 3.6094,                 1.5368,               0.003136,               0.003136,               0.003136
                    210,                 1.9625,                 2.4313,                 1.2559,                0.30091,                0.11538,                0.09152,                0.03578,                 2.4802,                 3.6088,                 1.5201,               0.003103,               0.003103,               0.003103
                    211,                 1.9515,                 2.5286,                 1.2641,                0.26365,                0.11538,                0.08375,                0.03658,                 2.4832,                 3.6369,                 1.5201,                0.00307,                0.00307,                0.00307
                    212,                 1.8843,                  2.353,                 1.2396,                0.48917,                0.07692,                0.07938,                0.03088,                  2.499,                 3.6415,                 1.5274,               0.003037,               0.003037,               0.003037
                    213,                  2.003,                  2.519,                 1.2237,                0.48917,                0.07692,                0.07938,                0.03088,                  2.499,                 3.6415,                 1.5274,               0.003004,               0.003004,               0.003004
                    214,                  2.026,                 2.5992,                 1.2351,                0.15823,                0.07692,                0.06187,                 0.0292,                 2.5377,                 3.6649,                  1.539,               0.002971,               0.002971,               0.002971
                    215,                 2.2187,                 2.6304,                 1.2416,                0.11416,                0.15385,                0.05882,                0.03027,                 2.5353,                 3.7243,                 1.5185,               0.002938,               0.002938,               0.002938
                    216,                 2.1026,                 2.3932,                 1.2238,                0.09339,                0.11538,                0.03539,                0.02036,                  2.506,                 3.7553,                 1.4885,               0.002905,               0.002905,               0.002905
                    217,                 2.0575,                 2.2774,                 1.2287,                0.09339,                0.11538,                0.03539,                0.02036,                  2.506,                 3.7553,                 1.4885,               0.002872,               0.002872,               0.002872
                    218,                 1.8384,                 2.3032,                 1.2479,                0.08642,                0.11538,                0.04068,                 0.0213,                 2.4563,                 3.7249,                 1.4612,               0.002839,               0.002839,               0.002839
                    219,                 1.9199,                 2.4019,                 1.2647,                0.09756,                0.11538,                0.04283,                0.02239,                 2.4095,                  3.679,                 1.4426,               0.002806,               0.002806,               0.002806
                    220,                 2.1569,                 2.4218,                 1.2462,                0.09361,                0.11538,                0.06504,                0.03507,                 2.3901,                 3.6524,                 1.4365,               0.002773,               0.002773,               0.002773
                    221,                 1.9431,                 2.3538,                 1.2401,                0.09361,                0.11538,                0.06504,                0.03507,                 2.3901,                 3.6524,                 1.4365,                0.00274,                0.00274,                0.00274
                    222,                 1.9321,                 2.4095,                 1.2834,                0.12787,                0.15385,                0.06443,                0.03141,                 2.4104,                  3.602,                 1.4476,               0.002707,               0.002707,               0.002707
                    223,                 2.0715,                  2.262,                 1.2052,                0.11433,                0.15385,                0.06617,                0.03038,                 2.4676,                 3.5643,                 1.4778,               0.002674,               0.002674,               0.002674
                    224,                 2.1873,                 2.4353,                 1.1678,                0.15585,                0.19231,                0.06851,                0.02987,                 2.5505,                 3.5913,                 1.5282,               0.002641,               0.002641,               0.002641
                    225,                 1.9099,                 2.1665,                 1.1994,                0.15585,                0.19231,                0.06851,                0.02987,                 2.5505,                 3.5913,                 1.5282,               0.002608,               0.002608,               0.002608
                    226,                 1.9991,                 2.3269,                 1.1784,                 0.1486,                0.15385,                 0.0653,                0.02646,                 2.6378,                 3.6645,                 1.5797,               0.002575,               0.002575,               0.002575
                    227,                 2.0907,                 2.5122,                  1.258,                0.14028,                0.11538,                0.07422,                  0.027,                 2.6815,                 3.7614,                 1.6008,               0.002542,               0.002542,               0.002542
                    228,                 2.3019,                 2.6057,                 1.2491,                0.21021,                0.07692,                0.06138,                0.02726,                 2.6719,                 3.8497,                 1.5985,               0.002509,               0.002509,               0.002509
                    229,                 2.2969,                 2.6982,                 1.1692,                0.21021,                0.07692,                0.06138,                0.02726,                 2.6719,                 3.8497,                 1.5985,               0.002476,               0.002476,               0.002476
                    230,                 1.8679,                 2.3873,                 1.2171,                0.21992,                0.07692,                0.05954,                0.03003,                 2.6479,                 3.9751,                 1.6029,               0.002443,               0.002443,               0.002443
                    231,                 1.9828,                 2.4329,                 1.2774,                0.36183,                0.07692,                0.05987,                0.03021,                 2.6389,                 4.0481,                 1.6145,                0.00241,                0.00241,                0.00241
                    232,                 1.8499,                 2.2917,                 1.2865,                0.17811,                0.07692,                0.06347,                0.03253,                 2.6145,                 4.0187,                 1.6271,               0.002377,               0.002377,               0.002377
                    233,                 2.0467,                 2.2784,                 1.2534,                0.17811,                0.07692,                0.06347,                0.03253,                 2.6145,                 4.0187,                 1.6271,               0.002344,               0.002344,               0.002344
